course_name,course_description
6,['日语沟通中的发音'],['日语学习者面临的最大挑战之一就是发音。许多日语非母语者，无论是处于初级水平还是高级水平，都经历过至少一次因为发音不准确被误解的经历。如果你正在学习日语，无论你在世界上什么地方，这门课都能助你提升日语发音，让你对日语对话产生信心。加入早稻田大学的户田教授，一起练习你的发音，提升日语沟通能力，成为一个自信的日语对话者。学习要点包含掌握适当的发音、重音与语调以提升日语沟通能力、学习多种不同的技巧来练习与提升日语发音，包括“跟随学习”以及通过发音练习了解日本文化与社会等。']
7,['海啸和风暴潮：对沿海自然灾害的介绍'],['2011年，日本东北部海域发生里氏9.0级地震并引发海啸，造成15000多人遇难，并造成日本一座核电站发生核泄漏事故。\r\n在地球史上，已经发生了好多起诸如这样严重的自然灾害。这种自然灾害会继续侵害各个区域，在袭击各个地方时造成毁灭性的灾难。但是，人类就这样不堪一击吗？如果我们能够做好准备工作，那么是不是能够降低沿海自然灾害引起的毁坏？\r\n来自于早稻田大学的我们一直在讨论这个问题。现在，我们想与世界各地的人们分享我们在灾害预防方面的经验和成就。\r\n在本环境研究课程中，你会了解到沿海自然灾害。根据世界范围的实地考察，你可以了解到海啸和风暴潮的性质，以及沿海区域如何受到毁灭性的打击，了解人们的鲜活生命如何被吞噬以及基础设施如何受到毁坏。利用数值模拟和液压实验，我们将向大家展示不同的场景，揭示沿海自然灾害背后的机理。\r\n本课程中，你们将了解到成功的沿海自然灾害预防概念和方法。这些包括沿海堤坝等防御设施的修建，以及必要的撤离计划的实施。最终，你们将学会在发生这些自然灾害时，如何减少沿海自然灾害的影响，并学会如何保护你们自己和他人。\r\n不论你是一个应急管理官员、城市开发人员抑或是工科学生，或者是生活在一个可能发生沿海自然灾害的社区居民，本环境研究课程将使大家学习如何做好防灾准备工作和管理。\r\n从本课程中能学到的内容：\r\n海啸和风暴潮的科学和机理；\r\n沿海自然灾害的预防概念和措施；\r\n如何更好地做好预防沿海自然灾害的准备工作。']
8,['营养和健康——第2部分：微量营养素和营养不良'],['食品在我们的社会中扮演着很重要的角色，但几乎没有人真正的了解它对于我们身体的作用。因此要了解更多关于营养和我们的日常饮食是如何深刻影响着我们的生活。本课程将专注于研究营养不良和营养过剩问题。由瓦赫宁根大学的教授组成的研究团队将为你介绍维生素和矿物质的化学物质。这门课程专注于解决食物中营养过剩问题，并涵盖各种微量元素在体内的作用的内容。\r\n\r\n此外，NUTR102x将研究营养不良会如何影响人类健康，并将特别关注全球饥饿和营养不良的问题。根本不需要以前的知识，也能从NUIR102x中获得其他知识。来和我们一起学习更多关于营养和健康的知识吧。\r\n\r\nNUTR102x是瓦格宁根大学的健康营养系列课程一部分。']
9,['未来食物生产：农作物'],['在2050年养活90亿人口而避免耗尽地球资源储备也许是人类面临的前所未有的巨大挑战。本课程将探讨生产生态学的准则，以及食品生产的核心－全球粮食安全的“可用性基础”。农作物和动物产品均可应用。这门课程在作物生产的基础上讨论为什么世界上部分地区的粮食产量落后，并辨别形成如此广泛的生产系统多样性的农业－生态学驱动因素。\r\n\r\n另外，课程将进一步探讨关于缩小消灭产量差距的关键问题以及如何将这些与可持续性的不同看法相关联。\r\n\r\n这门在线课程会吸引很多国际学生和那些具有不同专业和文化的教育背景的人，可以丰富他们关于全球食品安全和食品系统的看法和实践观点。Ken E. Giller教授将向你介绍作物生产以及其中的生物－物理原理，来确定产量形成的制约因素。他将解释如何评估全世界各地和生产系统水平的产量差距，这有利于资源的有效管理。瓦格宁根大学研究中心通过其独特的粮食系统，补充了全球食品安全广泛背景下的初级生产阶段。']
0,['从W3C开始学习HTML5'],['\u200bHTML5是网络的标准语言，由万维网联盟，也称W3C，发展而来。HTML5是并将一直是组织在多平台上提供应用的关键技术。\r\nHTML5现在适用于手机、连接对象、游戏机、汽车仪表板、甚至一些让人没想到的设备。一次编写便无处不在！\r\n在这门课程中，你会学到所有HTML5的新特性，能够建立既简便又强大的网站和应用。\r\nHTML5为视频和音频提供本地支持而不需要插件，也支持办公应用和有流畅交互动画的游戏，甚至更多。HTML5所有的特性能让企业家和组织机构用上好几年。']
1,['技术和探究教学法：教师的公开课'],['INQ101x为小学和中学教师设计，但是预备老师，更高等级的教师和其他教育者也能从中获益。这门课程探索STEAM（科学，技术，工程，艺术和数学）学习并讨论集合探究和技术作为从业者社区的主要课题和挑战。在这门课中，我们将收集并分享资源，交换想法，它们都将与特殊主题和年龄阶段的工作有关。我们同样支持设计组合作开发一门新课程。\r\n\r\n在这六周中，这门课程将包括以下话题：探究和以学生为中心的教学法，设计课程和作业，协调学习，手持和移动设备，知识建构和调查实施。\r\n']
2,['全球市场及其对个人的影响'],['这门有关全球化的课程将着重介绍全球化趋势下市场主导的宏观经济改革（如自由贸易协定和私有化举措）与更多的微观创新意识相融合，这些创新着眼于如何使市场力量支配个人行为（反思作为个人投资而进行的培训教育，又或者例如，以赢利为目的负责包办约会的公司）。学习完本课程，你将会具备以下能力：\n\n能够描述出和全球化问题相关的主要的争议；\n分析全球发展不均衡所存在的优劣；\n理解全球市场一体化日益扩大的影响；\n用自己与市场力量和市场改革有关的经验来总结全球化知识；\n对市场力量在全球范围内限定了个人选择和日常生活的方式给出评价；\n在市场主导的全球化紧张局势中 具备个人反应和应对能力。\n\n本课程改编自华盛顿大学的一个类似的完全在线进度学习课程，由从事综合社会科学研究的文学学士所提供，。']
3,['成为有韧性的人－压力管理的科学'],"[""这是一门存档课程。这次，你可以按照自己来决定学习进程。课程内容上可能会有一些过时之处，但大部分人都很喜欢这个教学视频和教学材料。确保你重新选定了这门课。本课程处于实验阶段，欢迎学生选课学习，参与本课程的所有活动，但不颁发证书。每个人在一定程度上都会面临逆境和压力，无论是在学校还是工作，人际关系问题，经济困难，或者在短时间内完成几个任务。有压力并不坏，但长期的压力会对我们的身心和行为造成伤害。研究显示，人们可以学会并使用特别的应变能力（例如客观地思考、放松的策略、吸引某人注意）和积极的行为（良好的睡眠、安排娱乐活动等）以在挫折后更好地管理压力，回弹的更快，在学术和工作上更有效率，建立更好的人际关系，身心愉悦，对自己的生活感到满意。总之，应变能力是普通魔法，是可以学会的。它并不是与生俱来的，也不需要你的生活一帆风顺。本课程意在教学生成为一个有弹性的人的科学。简单来说，应变能力是生存和发展的能力。应变能力不仅使你适应不利因素和充满挑战的环境（即生存），还使你学会积极的技能、策略和日常活动，从而拥有更加愉快、充实而有意义的生活（即发展）。 这门课程让你有效管理生活中的压力，去做最重要的事情，从而让你过的更好。将这个由一个短语构成的概念吃透，提升应变能力核心，策略和行为，这一点在儿童的早期教育中非常重要。有弹性的人更能够创建和维护培育，支持和有效的学习环境，同时提高对生活中大小事情的幸福感和热爱。到课程结束，你会学到有关的知识和技能，使你在现在和未来的生活中能应用这些知识和技能成为一个有弹性的人。课程目标：本课程的目标是让你好好照顾自己，成为一个有弹性的人。弹性的人是具备以下特征的：\r\n 希望自己身心健康，\r\n 有信心能有效管理压力，\r\n 对人对己都充满同情心，\r\n 即使在不利的情况下依旧有毅力，\r\n 注重生活中积极的和充实的一面\r\n课程支撑目标：\r\n当你学完这门课程，你将可以：\r\n描述为什么由内而外的发挥作用是成为一个有弹性，有效率的人的关键。\r\n阐述弹性的益处和特殊技能如何转化成社会幸福感，做生活中最重要的事。\r\n在生活的各个方面，直接练习各种弹性的技能，包括但不限于：\r\n静观练习\r\n战略性管理紧张情绪\r\n引起积极情绪的活动\r\n阐明重要的个人价值（即最重要的事情），并承诺行为与其一致\r\n选择健康的生活方式，它们很便宜且容易获得，但却能增强幸福感\r\n描述为什么'修练'和整合韧性的技巧是养成习惯和成为一个有弹性的人的关键\r\n制定一份韧性计划，作为你未来生活的路标""]"
4,['儿童早期教育积极行为支持'],"['欢迎同学们旁听这门课程,也欢迎参加所有的课程活动。但我们将不会发布证书。很多儿童早期教育工作者因为孩子们的挑战性行为感到疲于满足他们的需要并且在试图开发安全、培养早期的学习环境方面感到沮丧。如果你的工作和小孩接触,你的感情世界并不孤单!越来越多的证据表明,一个解决问题的有效方法是采用一个侧重于促进社会情感发展,为儿童提供适当行为的支持,并防止挑战性行为的模型。 这节课您将学习一个以解决社会和情感发展和具有挑战性的儿童的行为框架。本课程的总体目标是学习循证实践支持的婴儿和年幼的孩子的社会和情感发展。我们会读取当前研究儿童的发展轨迹与早发性攻击性行为的关系;支持积极行为的程序模型和,积极促进幼儿心理的健康的有效手段。我们也将研究以证据为基础的课堂管理技能,你在结束这个课程的时候也会对如何设计支持性环境有深刻的理解。本课程包含了一个社区,你可以向他人学习,分享自己的当前方法，讨论你的企图并把本课程的知识融入你的童年早期实践。']"
5,['公众演讲导论'],['我们将以实验的形式教授这门课程，希望同学们能认真听课并且积极参与课堂活动。本课程不予发证。\r\n课程的目的在于帮助你成为一名更有效率更加自信的公众演讲者。我们将阐述写作的过程，教你如何发表清晰且富有感染力的演讲，你将在这种口头和书面交流相结合的独特学习方式中不断进步，并且学习如何做好前期准备，使自己易于表达，使听众易于理解。\r\n不断提升自己的演讲能力的最好方法就是深入学习和分析他人的演讲。在课上，我们将有很多机会来学习和讨论一些演讲案例和演讲者的表现。我们在对这些演讲者的分析中不断总结，找到你最欣赏的演讲者，分析他成功的原因，并敦促自己不断进步。我们也将严格评判自己和其他同学的演讲。作为一名学习公众演讲的学生，你还会接触到历史悠久，可追溯到希腊的修辞学。\r\n这门课程改编自华盛顿大学的整合社会科学学士阶段的一门完全在线课程。']
6,['可持续性、弹性和社会'],"['什么是可持续发展,我们如何积极参与其中?个体的“生态足迹”怎样影响地球上数十亿人类的足迹呢?我们的影响如何相似又有何差异,这完全取决于我们生活的地方。公众和政府的态度如何影响未来的可持续性和弹性?在本节入门课程中我们从全球，地方和个人层面上探索这些问题的答案。学生将对比从西雅图到郊区农村、中国山区的案例研究，并思考自身能够对生态产生的重大影响。我们将一起重新认识可持续性和弹性概念,并分析我们对环境的影响。我们将从全球角度来分析一个社会影响的案例研究。我们着重将理论转化为对个体的影响和理解吸收。即使您之前没有相关背景知识也没有关系。欢迎您畅所欲言，期待您的加入。ANTH 378x是全部课程的前五周课程，由华盛顿大学综合社会科学学士在线项目提供。']"
7,['分子结构的量子力学'],"['在化学领域中，了解我们身边的分子的几何结构是件非常重要和基本的事情。这门课程介绍了用于确定分子几何结构的两种主要方法：分子光谱和气体电子衍射。\r\n在分子光谱学中，分子被光或电波照射以揭示丰富的信息，包括：\r\n分子中电子的运动（第一周）\r\n分子中核的振动运动（第二周），和\r\n分子的旋转运动（第三周）\r\n而在气体电子衍射方法中，用一束加速电子束来照射分子。电子束被分子核分散，散射波互相干扰形成衍射图。在第四周我们学习电子散射的基本机制和由此产生的衍射图像是如何揭示分子几何结构的。\r\n在课程结束时，你将会明白分子振动在确定分子几何结构中的重要作用，并通过这两种方法获得信息对分子结构有一个更全面的理解。\r\n常见问题\r\n我需要买一本教材吗？\r\n不，你可以不使用教材。但如果你想对这门课程所讲的知识有进一步的了解，推荐你阅读一下教材：\r\n“量子力学分子结构”，Springer-Verlag, 2012。']"
8,['鸟类101 ：宠物鸟简介'],['鸟类是多么令人惊叹的动物！它们非常聪明，具有社交天赋，一些鸟还会成为理想伴侣！从大鹦鹉到长尾小鹦鹉，从小鸡到金丝雀和美冠鹦鹉，当考虑养一只这样满身羽毛的朋友做宠物时我们有太多的选择。\r\n本课程提供有关宠物鸟护理的介绍材料，包括不同种鸟类的行为特征，禽类处理，解剖学和生理学，以及如何饲养宠物鸟。鸟类爱好者，宠物鸟饲养者，以及其它与鸟类一起工作的人将会了解到有趣又实际的信息！']
9,['创新时代：如何具备创造力'],['思维创新是全球的企业招聘员工时要求的首要品质之一。然而我们中只有四分之一的人可以随心所欲地发挥创造力。何必吃惊？至少我们中没有人学过如何让自己变得有创造力。\r\n这门课程是建立在一个非常成功的项目的基础上，在美国70多个顶级大学的课程中都有这个项目。在接下来的5个星期里，罗伯塔·尼斯博士提供成熟的技术来拓展您的创造性，他是位国际知名的医学家和创新思维的专家。 她将会教你PIG In MuD方法，它是一个缩略词：明确问题，确认框架，生成所有可能情况，逐渐发展，融合最佳想法并且推广。蛋伯特将会是你的吉祥物，一只神经紧张又能规避风险的猪，它会和你一起学习一二。有蛋伯特的陪伴，你的观察能力会增强，做出令人吃惊的联想，拓展你设想力，把问题分开，反向思考。在商业和科学方面解决现实生活中的问题，你会让自己的创造性思维能力得到磨练 。在最后一组项目中，连你都会为你的创造力感到惊讶。由于顶级的项目会被投票上主页，所有的合作公司都能看到，当你或者你的想法被“发现”时，你可能会获得独一无二的就业机会。']
0,['学习Python编程'],['对电脑编程语言感兴趣却不知从何学起？本课程将是合适的起点。\r\nPython是一门简单有趣的编程语言，如今是广泛使用的编程语言之一，适用于绝大部分编程场景，涵盖了用户图像交互界面开发至网页应用开发。\r\n本课程是Python入门课程，适用于所有希望了解电脑编程基础内容的学习者。你将会学习到基础的电脑编程概念与术语，包括变量、常量、运算符、表达式、条件语句、循环语句和函数。本课程还包括上手实操练习，有助学生理解Python语言的结构同时逐渐帮助学生开发出更有效的程序。所有练习将基于现实操作中的种种问题。\r\n学习本课程无需具备编程知识。']
1,['发现预科微积分：一个具有创造性的连接方法'],['在这门互动的微积分入门课程中，你将加深和扩展你的高中代数和几何课程中的函数、图形和公式知识，这样你就可以成功地运用一门严格的大学水平微积分课程概念。本课程旨在授予学生“做”数学，强调支持对策的数学定义的概念理解和学生开发逻辑论证。该课程侧重于所涵盖的数学课题为什么在学科内起作用，而不是简单的数学机制。']
2,['爵士赏析'],['路易斯•阿姆斯特朗。查理•帕克。约翰•柯川。你听说过他们的名字，但你知道是什么让他们变得伟大的吗？在《爵士乐赏析》中，你将学到这些艺术家和许多其他人对其创新和创造力受到全世界推崇的美国伟大原始艺术形式所作出的贡献。爵士乐在美国社会发生巨大变化和动荡的年代出现；本课程还将讨论它的演变是如何反映和促成这些变化的。\r\n\r\n《爵士乐赏析》远不止一次系列讲座，它编织了一系列能够加深你对音乐进程的理解并开发你鉴别和分析不同爵士乐时代和伟大的爵士乐独奏家的能力的音乐表演和例子。它还纳入了尖端的自适应学习技术，让你练习你的新知识和技能，按照你自己的节奏，直到你达到融会贯通。\r\n\r\n加入本课程，通过开发艺术的灵活理解和深入欣赏来加强你对爵士乐的享受。\r\n\r\n请注意：这门课程包含大量音乐。鉴于艺术家权利的敏感性，课程视频，包括音乐，只能在有限的时间内购买。材料在每周的星期六早晨发行，视频在九天后的星期日晚上删除。请规划好跟上课程节奏，以便从中获取最多的收获。']
3,['嵌入式系统-构建世界'],['学习电子小配件是如何设计、开发和构建作为塑造世界的嵌入式系统的。\r\n\r\n这是一道向你展示如何采用嵌入式系统构建现实生活问题解决方案的亲身实践、边做边学的课程。该课程采用自下而上的方法来解决问题，自开关和LED灯的简单连接到复杂的概念，如显示驱动器、数模转换、声音的产生、模数转换、图形、中断和通讯来逐步建立。我们将展现构建电路和使用C编程语言编程微控制器的一般原则和实用技巧。你会使用示波器、逻辑分析仪和软件仪器开发调试技能。模拟中首先进行实验室分配，然后你会在真正的微控制器上建立和调试系统。本课程结束时，你将拥有构建自己的街机风格游戏的一切知识。\r\n\r\n这是我们第三次提供这门课程。由于审核结果是绝对积极的，所以我们不打算在提供课程一开始就作出重大变化。有14个实验室，但是学生可以挑选其中7个取得认证。学生发现最有成就感的3个实验室为有限状态机交通灯控制器、采用数模转换产生声音以及采用Wifi通讯创建智能对象。这一次，我们将对少数几个实验室进行细微的改变，以增加乐趣并将学习集中于嵌入式系统。\r\n\r\n要完成此课程，你需要购买德州仪器公司的TM4C123微控制器套件和一些电子元件。该微控制器带有一个最顶尖的ARM Cortex-M4处理器。\r\n\r\n我们将通过http://edx-org-utaustinx.s3.amazonaws.com/UT601x/index.html网站提供关于购买套件和安装所需软件的说明。\r\n\r\n常见问题\r\n\r\n2016年春季课程与2015年春季所开展的课程有哪些相同点？\r\n\r\n本课程是基于实验室的，采用相同的德州仪器公司的Tiva系列的TM4C123 LaunchPad和一套额外的组件。我们将继续使用Keil开发体系，学生将首先进行模拟开发/试验，接着在实际电路板上进行试验。14个实验室中有12个基本上相同，2个实验室将进行升级。与去年一样，学生需要在实际电路板上完成至少7个实验室来实现认证。\r\n\r\n2016年春季课程与2015年春季所开展的课程有哪些不同点？ \r\n\r\n这一次，我们将对少数几个实验室进行细微的改变，以增加乐趣并将学习集中于嵌入式系统。\r\n\r\n这门课程与德克萨斯大学奥斯汀分校的校园课程有关联吗？ \r\n\r\n是的，这门课程与大学一年级要求向所有ECE学生和一些BME学生提供的《电子和计算机工程》课程EE319K《嵌入式系统简介》相似。\r\n\r\n有与这门课相关联的教科书吗？ \r\n\r\n这门课是基于《嵌入式系统：ARM系列微控制器简介》教科书（ISBN：978-1477508992）的。但是未要求购买这本书。\r\n\r\n我需要一台Windows电脑吗？ \r\n\r\n是的，任何运行Windows XP、Windows 7、Windows8或Windows10的系统都可以。此外，通过像Parallels或VMware Fusion这样的第三方虚拟化软件，可以可以在Mac上安装Windows操作系统。\r\n\r\n上这门课的花费是多少？\r\n\r\n上这门课是完全免费的。但是，由于这是一门基于实验室的课程，你需要购买一套实验室套件。你还可以选择花50美元的费用获得一份身份认证的证书。\r\n\r\n这套套件的费用是多少？\r\n\r\n在美国，人们可以花费约40美元购买微控制器电路板和零件加上运输。另外额外花费10美元加上运输获得可选的图形显示器。这个可选的图形显示器将会给最后一个实验室带来更多乐趣。该CC3100 Boosterpack费用20美元加上运输，如果你想要完成无线实验室的话将是必需的。\r\n\r\n我可以上这门课程不买套件吗？\r\n\r\n可以，有三种方法来上这门课。\r\n\r\n你可以收听视频、阅读任务以及使用互动学习工具。\r\n\r\n第二个选择涉及在Windows电脑上安装Keil uVersion集成开发环境，以及按照模拟模式执行实验室任务。\r\n\r\n完全抓住嵌入式系统精华的第三个选择可以通过在你购买的真实系统上执行实验室任务来完成。\r\n\r\n我可以使用另一个微控制器吗？ \r\n\r\n如果你正在采用方法一收听视频、阅读任务以及使用互动学习工具，那么你可以使用任何微控制器。不过，如果你希望获得认证，您需要使用Tiva系列TM4C123，这样你就可以与自动分级机进行互动。\r\n\r\n显示器可选意味着什么？ \r\n\r\n在最后一个实验室中，你将创建一个街机风格的游戏。我们预计大部分学生会把微控制器电路板连接到电脑。这样一来，游戏输出可以显示在电脑的一个窗口上。然而，仅需花费约10美元加上运输，你就可以订购一个小的诺基亚5110液晶显示屏，这样你的游戏便可以按照独立的方式操作。\r\n\r\n这门课程真的每周花费10个小时吗？ \r\n\r\n第一个选择仅仅听、阅读和使用互动工具将每周花费2或3个小时。第二个选择执行模拟实验室将每周花费5或6个小时。第三个选择在真实微控制器上创建和测试系统将需要每周10个小时。\r\n\r\n我没有变成经验也可以上这门课程吗？ \r\n\r\n任何人都可以注册，但我们认为，要想取得最大的收获，你应该具备入门级编程经验。不过，你的第二堂课才可能涉及编程。\r\n\r\n我可以咨询导师或教学助理吗？ \r\n\r\n可以，但不是直接咨询。该论坛是有关课程问题的适当场所。导师会监控这些论坛并尝试对最重要的问题作出答复；在许多情况下，其他学生的反应将是充分、更快的。\r\n\r\n我真的很想上这门课，我需要哪些准备？\r\n\r\n你应该在课程开始前购买微控制器和额外的电子产品。这门课是面向全球的，我们将通过http://edx-org-utaustinx.s3.amazonaws.com/UT601x/index.html网址提供区域特定的方法来获取该套件。']
4,['寻医问药：如何成为一个懂行的消费者'],['药物已经根除或者减轻了许多疾病的症状。这门课程探索这一过程，当提到医药产品时消费者所面临的挑战和问题。一个关于药物发展的综述和聚焦于消费者问题的批复将会在章程的上下文中出现和被讨论，关于公共福利，医疗保健供应者。\r\n我们鼓励来自于所有背景和兴趣的参与者，包括科学家、医疗保健专家、企业家和普通大众参与我们的课程。']
5,['寻医问药：开发新药品'],['药物已经治愈和消除了很多病状。这门课揭示了药物怎样从研发到应用于人体。你将会学到开发医药产品时的过程、挑战和问题。药物的发展是一个不断变化的过程，需要不断创新以适应更高的医疗水平、严格的监管和不断紧缩的预算。药物发展、批准和消费问题的概况会在研究实践、科学、市场、公共福利和商业的背景下提出和讨论。我们鼓励拥有不同背景和兴趣的人参与进来，包括科学家、医疗专家、企业家和公众。']
6,['英语语法和写作风格'],['在这个时间宝贵的互联网世界里，每个人既是作者又是读者，因此对一个人读写能力的需求比以往任何时候都要紧迫。把想法通过巧妙、严密的文章明确地表达出来，是一种非常重要的能力。Write101x将使你学会单词如何表达含义，让你能够写出深受读者喜爱的、短小精悍、通俗易懂、又吸引人的文章。通过学习语法、句法和写作风格的基础知识，本课程将加强和巩固你的写作、编辑能力，并提升你的自信。']
7,['当今世界问题中的人类学'],['这门课将让你通过使用人类学的视角对你身边的世界有一个更好的理解。你将学习人类学这门课程，这将帮助你找到对于当今世界问题的新的视角，从无礼行为到移民到物质文明。\r\n\r\n我们希望给你带来挑战，当你在思考这些问题的时候，能反映自己的观点，你如何看待这个世界已经我们怎样在日常条件下结合不同和相同。\r\n我们将采访著名的人类学将，并跟随他们其中的一些进入他们的领域来探讨这些问题，看看与他们一起工作的人，以及他们在世界上的立场。']
8,['热带海岸线生态系统'],['你是否想要学习保护热带海岸线生态系统的相关技能和知识？这些栖息地为数以亿计的人们提供了产品和服务，可是人类的活动却导致它们在全球范围内的衰落。TROPIC101x 课程将向你介绍组成这些独特生态系统的动植物，还将探究这些生态系统所面临的挑战——过度捕捞、沿岸污染、海洋变暖和酸化。课程将由世界顶级专家讲授。你将有机会成为民间高手，并参加虚拟生态项目。课程内容由昆士兰大学苍鹭岛研究工作站特别开发制作。请加入这次精彩之旅，你将会在这次新颖别致、引人入胜的课程中学习新的知识和技能！']
9,['哲学和批判思维'],['哲学探究能够帮助我们在思考重要的事情时保持清晰、严格和幽默的头脑，通过这种探究我们可以学到什么呢？\r\n\xa0\r\n这门课程介绍了哲学探究和批判性思维的本质，这些本质将帮助我们回答这个问题。学会如何使用哲学的思维对我们自身和我们所生活的世界进行思考。']
0,['IELTS雅思考试备考'],['IELTSx是一门综合性自主课程，它能帮你成功达到学术类雅思考试所需的分数。此课程包含80个小时以上的互动练习材料，涵盖了雅思的听、说、读、写四个模块。由于课程灵活，你可以根据自己所需调整学习进度。\r\n\r\n这门创新性准备课程是由昆士兰大学的专家们设计，该大学不仅是雅思考试中心，也是全球领先的学习中心之一。每位专家都有着丰富的教学经验，帮助学生达到学术类雅思考试的要求，顺利进入以英语授课的大学。\r\n\r\n课程的每一部分都运用多媒体演示，复习重要的考试技巧和策略。同时，课程还附有各种各样的权威雅思练习题，以及互动活动来集中锻炼你所需的技巧和策略，最优化考试成绩。\r\n\r\n由于本课程是自主课程，你可以按顺序学完所有单元，也可以挑选你想集中学习的部分以应对学术类雅思考试。当你准备好了，你可以用一份雅思测试卷检测学习成果。学习完此门课程，你就能从容地面对学术类雅思考试了。']
1,['高超音速——从激波到超燃冲压发动机'],['如果流动速度大于5马赫，那么这样的速度就称为超音速，这意味着流动速度是声音的5倍。在处于室温的空气中，声音的速度大约是340m/s，也就是说5马赫的速度将达到1.7km/s或超过6000km/h。在火箭发送卫星进入绕地球轨道时，在探测器进入另一个星球的大气层时，在飞机由超音速燃料冲压发动机（超燃冲压发动机）推动时，都会产生超音速气流。超音速——以超5马赫的速度飞行，由冲击波向超燃冲压发动机演变而引进的基本概念，并且，学习超音速将会引领学生进入一个新的阶段，在那儿他们可以分析超音速冲压发动机的性能。在未来，这也许将应用于进入宇宙空间的系统。\r\n\r\n\r\n']
2,['理解“否定气候变化科学理论”'],['在公共讨论中，气候变化是一个非常有争议的话题。然而，关于97％气候科学家认为的人类是造成全球气候变暖原因这个观点在科学界是有一定争议的。为什么公众和科学家之间存在差距？拒绝科学共识的心理和社会的驱力是什么？否认气候变化怎样影响公众对气候变化的看法和态度？本课程探讨否认气候变化的科学。我们将着眼于最常见的气候神话，从“1998年全球气候变暖已停止”到“全球变暖是太阳造成的”到“气候的影响是没有什么可担心的”。我们将吸取过去气候变化的教训，同时可以更好地了解气候模型如何预测未来气候变化的影响。您将了解气候变化的科学和用来扭曲了科学的技术。随着每个气候变化迷思的揭穿，你会学到批判性的甄别气候变化误传的谬误。最后，武装用这些知识，你将学习误传的心理。这会帮助你拨开气候变化误传的迷雾。']
3,['图论在现实生活中的应用2'],[]
4,['信息系统和计算机应用程序（第5部分）：社会影响'],['这是商务信息系统系列入门课程的第五部分，目的在于向你介绍奇妙的信息技术世界。\r\n在这门课中，你会学习信息系统的基本概念及它们的应用，关注于信息技术的社会影响。我们将会讨论信息技术的经济影响，个人信息风险和开放源代码项目与信息技术的关系。我们还会讨论与信息技术有关的不同职业和商业策略。\r\n这门课是一个包含五部分的系列课程的第五部分。课程学完后，你可以参加大学水平测试中的信息系统及计算机应用考试。']
5,['信息系统和计算机应用程序（第4部分）：计算机程序'],['这是商务信息系统系列入门课程的第四部分，目的在于向你介绍奇妙的信息技术世界。\r\n在这门课中，你会学习信息系统的基本概念及它们的应用。从SQL和伪代码基础，到HTML和网页发展基础，你会充分了解信息系统及其在当今这个技术为本的世界中起的作用。\r\n这门课是一个包含五部分的系列课程的第四部分。课程学完后，你可以参加大学水平测试中的信息系统及计算机应用考试。']
6,['信息系统和计算机应用程序（第3部分）：软件发展'],['这是商务信息系统系列入门课程的第三部分，目的在于向你介绍奇妙的信息技术世界。\r\n在这门课中，你会学习信息系统的基本概念及它们的应用，重点介绍软件发展。从软件开发方法和信息处理方法到用户界面设计，你会充分了解信息系统及其在当今这个技术为本的世界中起的作用。\r\n这门课是一个包含五部分的系列课程的第三部分。课程学完后，你可以参加大学水平测试中的信息系统及计算机应用考试。']
7,['信息系统和计算机应用程序（第2部分）：硬件'],['这是商务信息系统系列入门课程的第二部分，目的在于向你介绍奇妙的信息技术世界。\r\n在这门课中，你会学习信息系统的基本概念及它们的应用，重点介绍硬件。从存储设备到网络硬件和无线计算与通信设备，你会充分了解信息系统及其在当今这个技术为本的世界中起的作用。\r\n这门课是一个包含五部分的系列课程的第二部分。课程学完后，你可以参加大学水平测试中的信息系统及计算机应用考试。']
8,['信息系统和计算机应用程序（第1部分）：信息技术'],['这是商务信息系统系列入门课程的第一部分，目的在于向你介绍奇妙的信息技术世界。\r\n在这门课中，你会学习信息系统的基本概念及它们的应用。从文字处理器和桌面操作系统的基本知识，到研究浏览器和网络技术的工作原理，你会充分了解信息系统及其在当今这个技术为本的世界中起的作用。\r\n这门课是一个包含五部分的系列课程的第一部分。课程学完后，你可以参加大学水平测试中的信息系统及计算机应用考试。']
9,['学习西班牙语：基本西班牙语'],['本课程为西班牙语教学课程，时长十六周，主要对象为想学习西班牙语日常用语的学生，将从西班牙语基础知识开始教学。本课程将会介绍日常用语，包括锻炼四种语言技能的实践活动，即阅读理解、写作、听力理解、口语。\r\n\r\n本次课程结束后，你就具备以西班牙语进行自我介绍，询问基本问题，进行\r\n简短对话的能力。\r\n\r\n本课程使用的材料有参考材料、文化注释、语法分析、语言功能等。学生可以通过日常测试和最终的能力测验来检测自己的进步。']
0,['电脑绘图学'],['CSE167x将教授电脑绘图基础。学生将学习实时并根据离线射线追踪制作3D图像。本课程为期6周，由4部分组成，每一部分包括如下作业：\r\n概览与基础数学（10%）\r\n转换（20%）\r\n开放图形语言与光照（35%）\r\n射线描迹（35%）\r\n学生只要到达要总分的50%及以上就可通过本课程，授予UCSDX颁发的课程证书。']
