job_title,job_responsibility
36603-安全架构师（腾讯云全资子公司）,"保障安全合规相关系统、网络、应用及数据安全，参与安全架构设计及安全评估；
联合相关安全团队，对安全合规系统及应用进行红蓝对抗，发现潜在安全风险及入侵行为，提高整体安全水位；

此岗位为腾讯集团旗下全资子公司编制岗位"
CSIG17-WEB前端开发,"1、负责项目的页面重构,以及页面交互开发； 
2、根据业务和项目需求，了解后端技术实施，分析并给出最优的前台技术实现方案；
3、维护、完善现有前端的框架、基础插件； 
4、进行技术创新，提升产品的用户体验，形成核心竞争力； 
5、根据产品需求和设计，分析并给出最优的前台技术解决方案； 
6、优化及提高代码的性能,并保持在各浏览器下的良好兼容性；"
CSIG17-Devops平台高级开发工程师,"1、负责腾讯Devops平台架构设计和优化，推动团队后台基础设施和运维体系的建设
2、在云计算和智能类业务项目中，应用行业前沿的优秀的工程实践经验，提升研发和工程生产力和效率。"
34455-腾讯体育社区运营,"负责腾讯体育社区内的内容运营工作，产出符合赛事热点的话题和内容，提高用户的关注度和参与度；
推荐并精编优质的UGC内容，促进社区用户深度参与；
负责各渠道推荐位的更新，为社区优质内容增加曝光，促进增长
"
34455-草根赛事视频化产品经理,"负责户外&高动态场景云直播及数据采集平台解决方案设计与落地；
负责平台及终端软硬件配置方案设计及项目支撑；
分析市场动态、梳理客户需求、执行技术及可行性调研；
组建及管理相关产品研发团队"
FC-外包采购商务主管,"•负责采购策略的制订及实施；
•负责供应商的开发、管理及绩效评估；
•负责采购项目运作及商务管理，包括商务谈判、价格管理、合同签订及执行过程中的问题管理；
•落实采购成本控制目标，降低综合采购成本；
•收集、分析市场及行业相关信息，为采购决策提供依据。
"
29911-企鹅号视觉设计师,"岗位职责:
1. 参与企鹅媒体平台全部产品的设计；
2. 负责APP/WEB/H5等多种类型的设计，相关动效设计；
3. 参与交互讨论，共同对企鹅媒体平台相关产品的体验不断优化打磨；
3. 分享设计经验、融入团队提升团队的设计能力；


"
25928-语音传输算法高级工程师（深圳）,"负责多媒体服务QOS系统建设和监控系统建设；
使用大数据分析工具，对现有的数据进行筛选、处理分析和输出告警信息；
负责分析服务质量上报数据，并对数据进行深入挖掘，找出主要影响因素，并输出改进方案；
应用机器学习、数据分析、商业智能等技术，并结合具体业务场景，进行应用系统探索。"
25667-渠道销售经理,"担任腾讯云渠道经理，负责区域渠道体系建设及产品销售； 
定期拜访渠道合作伙伴，充分了解客户需求并积极跟进，制定合理方案，负责方案提示、谈判，追踪公司相关部门的工作，保证方案的有效实施； 
维持与现有合作伙伴的良好业务关系，及时更新公司产品信息，传达企业及品牌文化。
"
33370-智慧出行商务经理,"负责汽车行业战略大客户的商务工作，包括：
1. 客户关系发展与维护，包括管理和发展C Level高管、中层及关键工作层的良好合作关系。
2. 深刻理解客户的战略、产品技术及市场策略、投资重点等，倾听客户和市场需求，具有智慧出行（车联网/云计算/大数据/自动驾驶/汽车智慧营销）业务解决方案的专业理解力，深耕客户，不断拓展新的业务机会。
3. 充分发挥腾讯公司生态平台优势，具有业务创造力，发掘多赢合作模式。
4. 承担并完成年度销售业绩指标，完成商务谈判、合同签订、合同回款等工作。
5. 协调内部各部门资源，协助解决重大客户需求或投诉。"
22989-小程序云开发后台开发高级工程师（腾讯云全资子公司）,"负责云小程序云开发产品的后台开发；
负责开发平台业务的开发和维护；
负责部门相关业务的后台开发及维护。"
22989-小程序云开发全栈工程师（腾讯云全资子公司）,"负责腾讯云小程序云开发产品的 SDK 及服务的架构设计及开发；
负责腾讯云小程序云开发相关业务方案设计及研发；
保障服务的高性能及高稳定性。"
31504-业务运维工程师,"1、负责公有云/私有云业务的负载管理、监控等日常运维工作，保障业务稳定性；
2、负责公有云/私有云业务的架构、成本等方向的优化工作；
3、负责业务上云服务。
4、负责云上队列专项服务的支持"
22989-操作系统开发工程师(腾讯云全资子公司)（西安）,"负责数据中心服务器操作系统安装部署方案设计开发验证；
对腾讯云客户提供操作系统方面的技术支持；
负责操作系统和虚拟化相关的优化需求设计开发。"
22989-前端开发工程师（腾讯云全资子公司）,"1、负责腾讯云产品web前端页面的开发，维护和优化工作；
 2、负责页面相关的接入层的开发（nodejs）；
 3、负责前端框架的搭建，公共组件的开发和维护。"
22989-操作系统开发工程师(腾讯云全资子公司)（西安）,"负责数据中心服务器操作系统安装部署方案设计开发验证；
对腾讯云客户提供操作系统方面的技术支持；
负责操作系统和虚拟化相关的优化需求设计开发。"
31504-服务产品中心开发,"腾讯云服务体系相关系统开发维护.

"
29777-金融云保险行业售前架构师（深圳/北京）,"熟悉保险行业业务，并能对保险业务场景进行需求分析，结合云计算相关产品设计规划云上解决方案；
针对保险业务需求，设计解决方案技术架构，细化拆分功能模块，推进方案可复制，推动跨部门合作，推动产品及方案的优化；
从网络、服务器、数据中心等不同层面设计传统企业上云的服务架构，提供IaaS/SaaS/PaaS不同层级的解决方案；
了解行业技术发展变革方向，能针对云服务特点在行业解决方案上有前瞻性布局"
18428-财付通创新业务研发工程师(C++),"1. 负责金融创新业务的需求分析，系统设计，开发等工作
2. 参与系统的整体设计，解决资金安全，数据一致性，系统可用性等问题
3. 参与创新业务的行业知识研究，产品方案设计，技术实现调研等工作"
CSIG16-腾讯智慧景区行业产品经理,"负责腾讯地图行业合作构建和项目交付，为腾讯地图行业业务的市场占有率和商业收入负责；
基于行业业界标准、最佳实践、发展趋势以及实际客户、用户需求，充分利用腾讯地图、LBS位置服务及腾讯生态优势等能力，提供行业应用解决方案和产品服务；
负责腾讯地图行业合作项目从售前到交付的全过程管理和控制，包括市场分析、客户咨询与拓展、客户和用户需求挖掘、产品设计、实施开发和持续优化升级等。对解决方案进行成本分析和报价，为商务谈判提供充分的支持；
对外管理客户预期和需求，对客户满意度负责，并推动合作伙伴生态建设，构建共赢合作模式。对内建立跨部门以及外部渠道间的合作机制，与销售侧合力推动项目签单，配合销售完成包括售前、立项、预算、设计、交付等项目生命周期的管理；
带领交付团队完成总体方案设计并推动项目落地。形成完整的交付流程，实现地图能力在行业项目中的实际落地，打造行业标杆"
20354-虚拟化安全高级工程师,"1、内核漏洞分析、poc开发，提供修复建议，输出缓解措施。
2、根据业务需求，研究、设计安全方案，并实现相应的原型，如逃逸检测、加固等。
3、关注行业、社区研究进展及成果，结合业务需要，引入、转化社区成果到生产环境。"
S2-CDG财务管理(AMS)(深圳),"负责建立及优化预算模型及体系，组织年度预算编制；
定期为管理层提供财务分析报告，提供相关管理建议及决策支持；
有效管理业务风险， 包括合同风险、税务风险、流程风险等；
对新产品，新项目提供专业财经支持；
梳理业务及财务流程，提供改进建议。"
CSIG16-地图后台开发工程师,"负责地图后台服务的功能开发和规划；
参与系统的需求分析、架构设计、核心框架及组件的编码等开发工作；
参与相关系统的运营和维护，保证系统稳定可靠运行；
参与数据库的性能优化和稳定性建设。"
34455-腾讯体育推荐引擎开发工程师,"负责推荐引擎的架构设计、开发和性能调优；
负责推荐数据流程的搭建、监控和优化；"
CSIG16-大数据后台工程师,"海量图像实时处理平台架构优化、开发；
数据统计分析平台搭建及优化；
基础架构组件及服务开发和优化；
"
TEG09-云数据库高级研发工程师," 负责业界云数据库前沿技术的预研和应用；
 负责研发云数据库相关模块以及周边业务模块；
 负责云数据库的维护和运营工作。"
TEG09-视频编转码高级工程师（深圳/北京）,"研发和优化点播 /直播编转码系统；
对于基于视频内容的感知编码、视频的预处理及工程优化、视频得分的评价体系、硬件编码等提供解决方案； 
为客户提供清晰度高/流畅度好/低成本 的点播/直播转码服务。"
TEG09-云接入后台研发工程师（深圳）,"负责腾讯自研及腾讯云流量接入平台的软件设计与研发； 
负责腾讯接入协议栈的研发和优化,保障用户快速和安全的传输体验； 
负责前沿技术预研和实现，包括超高性能网络处理技术，下一代网络传输协议及高性能密码学计算能力，满足腾讯集团海量业务的性能要求。"
CSIG17-云测试高级工程师（成都）,"负责腾讯云产品的测试工作，分析系统相关需求、设计、架构等，设计测试方法和测试用例；
挖掘并跟进实施性能、稳定性、可靠性等专项测试，保障和提升产品质量；
跟进建设云平台产品相关的自动化测试以及必要的测试工具开发，提升测试效率。"
CSIG17-腾讯云中间件高级测试工程师,"负责腾讯云中间件（API网关，服务框架、MQ、ServerLess等）产品的测试工作，参与需求分析、设计评审，制定测试计划，设计和执行测试用例，进行缺陷跟踪和软件质量分析，保障和提升软件质量； 
对云平台产品进行自动化测试以及必要的专项测试（性能/稳定性）和测试工具开发。"
CSIG17-腾讯云容器高级测试工程师,"负责腾讯云公有云/私有云的容器/Kubernetes/Devops等产品的测试工作
分析产品相关需求、设计、架构等，设计测试方法和测试用例；挖掘并跟进实施性能测试、竞品对比测试、稳定性等专项测试，保障和提升产品质量；
跟进并建设产品相关的自动化测试以及必要的测试工具开发，提升测试效率。"
CSIG17-云数据库测试高级工程师,"负责腾讯云包括Mysql, Redis, Cynosdb等数据库产品的测试工作；
负责分析产品需求，架构，设计测试方法和测试用例；
负责产品功能，性能测试、竞品分析、稳定性，可靠性等专项测试工作
负责建设产品相关的自动化测试以及必要的测试工具开发等工作；
不断改进测试过程、方法和技术，提升产品质量。"
CSIG17-云存储测试高级工程师 ,"负责包括对象存储，块存储，文件存储等分布式存储产品的测试工作；
负责分析产品需求，架构，设计测试方法和测试用例；
负责产品功能，性能测试、竞品分析、稳定性，可靠性等专项测试工作
负责建设产品相关的自动化测试以及必要的测试工具开发等工作；
不断改进测试过程、方法和技术，提升产品质量。"
S2-大数据平台架构师,"1、负责部门大数据平台方向规划和系统设计，参与核心代码编写，进行业务场景和平台实现；
2、负责金融级别海量业务数据的实时和批量接入，构建由数据接入到数据服务的可配置化平台；
3、与业务、产品、研发等其他团队合作，深入挖掘场景，设计建立性能优越的数据中台；
4、以数据为核心，制定数据质量标准，管理数据资产，确保数据安全；
"
27193-互娱创意指导（深圳）,"你的工作是：
1，看得懂品牌的营销策略，找得到来自玩家的洞察，出的了创意方案，提完案，还能捎带着把执行跟完，让创意完美落地；
2，美指出身可能是很不错的条件，我们需要具有高阶的审美和开阔的眼界，并且能在发布需求和实现需求中游刃有余的切换身份；
3，打游戏，成为玩家，洞悉玩家，并能保留你身上的艺术家气息；
在这里你可以：
1，更早期的参与了解产品、市场策略，大家欢迎从创意的角度听到更多意见；
2，数据，用研，媒介，传播等岗位紧密协同，技术，设计模块紧密协同；

"
15575-天美L1-小游戏资深关卡策划（成都）,"参与新产品核心玩法设计，进行游戏关卡设计和制作，包括但不限于PVP/PVE地图，AI，BOSS，各类事件处理等；
有效协同程序、美术等其他部门合作，推进设计落地，并快速迭代；
初期独立进行关卡设计，并使用3D引擎搭建白模关卡并验证可行性，关注用户反馈，重视总结改进；
能够对特定产品的关卡进行拆解分析，依据一定方法论进行可持续的关卡设计产出。"
15575-天美L1-小游戏高级客户端开发工程师（成都）,"负责移动终端H5小游戏产品的研发；
负责H5小游戏逻辑及核心模块开发；
优化H5 3D引擎及图形图像效果开发；
游戏相关工具开发及性能优化。"
29913-厂商合作高级渠道拓展（深圳）,"熟悉手机厂商渠道，了解厂商常规合作模式；
与手机厂商商务团队深入交流，了解各大手机厂商对自身手机的定位，以及手机软件的发展和合作意向；
关注并了解互联网行业动向，对产品运营与产品特性有比较好的理解；
能够挖掘我司产品与手机厂商的潜在合作点，为我司产品和手机厂商寻找创新合作的交集；
擅长沟通，以及资源整合与应用；
能娴熟使用ppt，和内外合作伙伴进行正式交流。"
25814-腾讯新闻数据开发工程师,"数据BI指标体系优化；
各类数据模型搭建；
数据专项分析"
23674-腾讯新闻推荐算法高级工程师,"""1、负责腾讯新闻召回模型优化；
2、点击率预估和排序模型优化；
3、深度学习相关算法优化和应用"""
23674-腾讯新闻策略产品经理,"1. 深入理解推荐机制，有数据分析基础，能够利用数据辅助决策，有效设计并推动策略实验落地和效果验证
2. 基于内容侧、用户侧的精细化洞察，能够联动内容生产、策略分发、功能体验全链条优化，提高内容推荐效果和用户消费数据指标
3.  建立推荐效果指标评估体系，对线上推荐效果进行全面监控和评估"
TEG03-机器学习平台算法工程师（深圳/北京）（深圳）,"负责机器学习平台的设计与开发，包括：
性能优化，持续提升训练性能，包括多机多卡大规模训练优化，数据交换优化和参数调优等；
易用性优化，持续提升平台易用性，降低机器学习应用门槛； 
积极追踪业内AI动态，优化内部技术方案，改进产品性能，不断推进AI架构升级。"
TEG03-大数据开发工程师(深圳/北京/上海）（深圳）,"负责离线计算平台、实时计算平台设计与开发； 
参与项目的架构设计、评审、技术攻坚及优化； 
参与系统文档的撰写、维护。"
TEG03-高级后台开发工程师（深圳）,"负责实时推荐系统/存储系统 设计、开发、重构等工作；
负责推荐系统周边相关的组件设计与开发； 
负责推荐业务支持； 
分布式大数据系统开发；计算性能调优； 高性能服务框架设计与开发；
参与项目的架构设计、评审、技术攻坚及优化； 
参与系统文档的撰写、维护。"
TEG03-分布式数据库开发高级工程师（深圳/北京）（深圳）,"负责TBase分布式数据库的架构设计以及产品开发；
研究相关领域前瞻技术并落地实现。"
TEG03-图数据库高级后台开发工程师(深圳/北京）（北京）,"参与分布式图数据库的架构设计，以及分布式查询引擎、分布式存储引擎的迭代开发；
有大量丰富的业务场景，高并发场景下支撑千亿级社交、风控、推荐等关键业务的关键需求。"
TEG03-OpenJDK研发工程师（深圳/北京/上海）（北京）,"基于OpenJDK及相关开源项目进行二次开发，重点针对x86和/或Arm64架构进行优化；
与公司内部团队合作，支持jdk的定制化功能开发和调优，例如大数据计算平台或高并发场景的调优等；
完成jdk源码测试和版本构建工作，提供稳定版本并支持部署，针对出现的问题进行性能增强和安全修复
同步开源社区更新，参与开源社区互动。"
TEG03-高级产品经理（深圳）,"负责腾讯各行业广告建站平台的产品规划，包括行业分析、需求分析、方案设计、研发跟进、广告主应用反馈收集等全链路的产品管理；
负责广告主端的需求管理和版本迭代节奏管理，能根据行业情况和业务阶段，规划产品迭代节奏；
负责广告主端的业务指标体系梳理，具备强数据sense，能用数据驱动产品迭代策略。"
21229-体育类游戏产品运营（上海）,"负责体育品类、篮球游戏市场运营工作，对接市场部，跟进方案的落实与执行；
根据项目特色与内部更多平台进行合作构思活动并跟进执行，对活动效果进行分析，并能利用平台资源优化提升活动效果；
关注用户需求细节，根据运营需求，进行市场运营活动的规划和执行；
运用数据分析工具对用户的新进渠道进行监控和分析，持续拓展与深度挖掘；
负责内外部合作渠道的专项支持，包括：合作洽谈、合作执行与效果反馈；
与多个内外部团队紧密合作，高效协调与整合资源驱动项目实施。"
21229-高级游戏评估分析师（上海）,"负责发现和寻找新产品，对重点产品和目标用户进行深入研究，并输出专业报告；
参与游戏项目引进的流程，从市场层面，产品层面（美术品质、游戏性、社区交互、商业化、易用性等）进行全方面的评审，提供决策支持；
研究新的品类机会及垂直领域变化趋势，输出可落地的产品渗透方案；
负责为已引入的项目提供本地化的意见支持。"
21229-合作拓展运营,"根据不同游戏特性和不同阶段的需求，制定合作资源组合策略，以达到合作效益最大化；
不断拓展和挖掘新的合作资源，升级合作模式，建立双赢/多赢的合作关系，制定合作方案并高效执行，同时跟进和迭代效果；
与内外部团队紧密协作，用发展的眼光持续优化合作模型，为后续合作升级进行前瞻性地研究和预判，快速迭代，勇于创新，实现增长。"
27568-生存/FPS类游戏高级运营,"负责生存类FPS端游整体运营规划和工作，协助制作人制定并细化运营方案，对产品品质及运营目标负责；
统筹产品推广营销，包括直播运营、社交媒体运营、内容运营、外部平台渠道合作等；
协调产品社区建设和用户管理工作"
21229-代理游戏高级版本管理,"负责代理游戏产品筹备，接入，运营期的技术相关工作的评估规划，改进方案的落实推动，与运维，测试，安全等部门合作，保证游戏进度及稳定； 
与项目及开发团队紧密沟通，规划落实版本内容及进度；
关注用户反馈，解决用户问题，推动版本优化； 
根据游戏特点进行数据研究，提炼用户需求，寻求和促成内外部合作。"
21229-游戏App应用开发工程师（上海）,"负责部门内游戏业务对应的 手机app研发，发布及维护工作；
建立部门手机app研发环境及氛围，进行系统性沉淀及分享；
协调并组织好策划及美术，提供有效的程序组件支持，建立可高效的开发的研发环境。"
21229-新媒体合作运营高级经理（上海）,"制定新媒体运营策略以及目标，包括新媒体的日常运营，拓展并维护各渠道以及KOL和作者；
策划优质、有高度传播性的内容和线上活动，通过数据分析，跟踪各新媒体平台的推广效果，分析数据并反馈，持续挖掘用户需求，探索更好满足用户需求的运营机制； 
定期收集竞品和行业相关新媒体的运营方式和策略，持续对运营方式进行优化改进，建立有效运营手段，提升新媒体的用户数以及活跃度，提高关注度；
挖掘和分析用户行为习惯，了解用户需求，收集用户反馈，分析用户行为及需求，能够熟练运用社交媒介组合，对互联网及社会相关的热点事件敏感，对热点事件进行及时响应。"
21229-代理游戏社交媒体运营,"负责多款代理游戏社区及媒体的内容产出和运营，以长短视频为主的内容来推广游戏热度，建立品牌认知度和拉新拉收等目；
负责内容规划，产出管理、核心内容制作，对外分发策略制定和执行；
负责KOL、核心内容创作者挖掘、培养及维护。
"
27568-生存FPS类游戏 产品/商业化策划,"负责与研发团队对接，沟通对齐游戏玩法设计，评估与调优游戏内商业化结构等工作；
通过数据分析和用户研究定位到问题，输出优化方案，推动研发开发、验收；
分析评估同类产品，判断潜力和威胁，以及未来发展趋势。
"
21229-移动平台内部合作运营支持（上海）,"负责项目产品运营支持工作；
按照项目节点与各内部各平台合作，策划合作内容和规划合作资源；
与公司各内部平台建立良好关系。"
21229-游戏客户端开发工程师（上海）,"负责游戏客户端（端游/手游）开发，实现功能模块并进行相关的自测和优化；
与策划、美术密切配合，进行各种必要的尝试和探索，以使功能达到设计要求并体验良好；
与后台开发以及策划设计人员进行良好的沟通，高效的与后台开发合作设计编码和调试。"
21645-高级法律顾问（建设工程）（深圳）,"负责建设工程项目日常法律合规咨询及相应法律支持，包括从建设工程项目前期评估、土地出让、建设施工到竣工结算阶段提供法律咨询、建议和方案；并建设和完善基建部门风险控制的流程及制度； 
负责起草、审核建设工程类合同，规划建设工程项目合同体系；参与建设工程项目商务谈判，为项目合作提出建设性意见和控制合作法律风险，建立和完善建设工程相应的风控、合规流程和管理体系；
具有较丰富的处理（审理）建设工程类纠纷或争议案件的工作经验，能独立拟定案件处理策略并跟进处理相关纠纷和争议、诉讼等具体法律程序；
负责互联网产品的法律风险管控，包括日常合规咨询、产品风险评估、投诉处理、风控流程制建设、法律课程开发及培训等；
跟踪建设工程及互联网的行业动态，政府监管政策，识别合规风险，开展合规检查和培训，督导业务合规运营。"
TEG04-腾讯乐享后台开发工程师(深圳),"负责腾讯乐享的架构设计、编码实现、重构和优化；
保证系统的稳定性和高可用性；
提升系统的性能、安全。

腾讯乐享，一站式企业社区，凝聚腾讯10年企业管理经验与精华，通过直播、知识库、问答、课堂、考试、活动、投票和论坛等核心应用，满足企业培训学习、知识管理、文化建设等多元化需求，提供全行业、多场景解决方案，助力企业数字化转型。"
TEG04-腾讯乐享Web前端开发工程师(深圳),"负责腾讯乐享PC端和H5端Web前端开发；
负责前端架构设计，通用组件抽象和建设，复杂交互的实现。

腾讯乐享，一站式企业社区，凝聚腾讯10年企业管理经验与精华，通过直播、知识库、问答、课堂、考试、活动、投票和论坛等核心应用，满足企业培训学习、知识管理、文化建设等多元化需求，提供全行业、多场景解决方案，助力企业数字化转型。"
TEG06-技术咨询架构师（深圳/广州/北京）（广州）,"负责互联网＋政务售前的产品宣讲、技术交流和需求采集工作；
负责互联网＋政务整体需求分析、业务方案设计、技术方案设计等工作，包括理解政府客户的业务/功能性需求、非功能型需求、流程需求，基于腾讯互联网＋技术/产品体系，设计使用腾讯企业云、大数据、提供政务通等产品和技术体系满足客户需求的解决方案；
负责互联网＋政务售后的项目落地的技术支持。"
TEG06-协同产品后台开发高级工程师（深圳）,"负责wiki 、Helper助手产品后台的架构设计、核心代码编写；
负责对现行系统的性能优化及数据库优化；
负责相关技术文档编写，跨团队交流协作。
"
TEG06-IT应用后台开发高级工程师（深圳）,"负责内部IT产品后台的架构设计、核心代码编写；
负责对现行系统的性能优化及数据库优化；
负责相关技术文档编写，跨团队交流协作。
"
TEG06-技术咨询架构师（深圳/广州/北京）（深圳）,"负责互联网＋政务售前的产品宣讲、技术交流和需求采集工作；
负责互联网＋政务整体需求分析、业务方案设计、技术方案设计等工作，包括理解政府客户的业务/功能性需求、非功能型需求、流程需求，基于腾讯互联网＋技术/产品体系，设计使用腾讯企业云、大数据、提供政务通等产品和技术体系满足客户需求的解决方案；
负责互联网＋政务售后的项目落地的技术支持。"
TEG17-图像图形算法研究员,"针对应用场景研发最新的CV、CG算法
快速复现学界业界最新的算法并提出改进方案，并和工程师一起将前沿算法优化至可商用的程度
研究和开发用来高保真的3D人脸和人体建模、渲染、动画相关的算法
在顶级会议或期刊上发表计算机视觉和图形学高质量学术论文
"
26699-智慧零售数据中心高级产品经理,"负责零售数据产品的功能设计和规划，提炼共性形成标准，承接专项定制化需求； 
熟悉数据接入、数据质量中的关键性指标，并负责对指标体系进行优化和改进，提升客户对数据平台的对接体验； 
统计和分析相关数据产品的各项核心数据指标，对各业务商业变现提供数据支持，并针对性的提出策略优化建议。"
26699-产品高级运营经理,"负责智慧零售产品（优mall、优码、优屏、云mall）的运营方案策划，基于客户需求，制定用户增长、用户运营、整合营销、数据分析与应用等具体策略；
落地实施运营方案，围绕客户成功保障方案交付的满意度；
参与产品的商业模式探索，进行售前售后链路的运营服务，助力商务落单；"
28937-游戏测试开发工程师(深圳),"负责魔方移动游戏的专项测试和测试工具的开发、维护和完善；
负责收集和分析业务测试需求，探索更多的测试手段和维度;
通过工具平台的研发支撑，提升部门的测试质量、效率和深度。"
TEG01-C++后台开发工程师（深圳）,"责客服后台服务研发工作； 
参与现网问题定位和解决工作；
跟进后台服务研发运维工作。"
TEG01-自然语言处理工程师（深圳）,"参与智能客服平台建设，提供基础的自然语言处理解决方案；
应用深度学习模型对文本信息进行语义处理，负责深度模型的训练和调优；
结合业务实际，探索智能客服领域领先的技术解决方案。
"
TEG09-devops专家架构师,"负责腾讯云IaaS/PaaS基础平台的Devops研发工作，关注研发全流程的效率提升，平衡人与机器的效率;
参与研发设计持续集成、持续发布系统、监控系统;
通过自动化、智能化、数据化的工具平台提升研发和运营效率。 "
TEG09-芯片架构师,"负责AI芯片和通用处理器或者细分领域的需求分析，主导AI，处理器芯片架构设计，竞争分析和规格定义；
负责芯片领域的技术演进路标、关键技术，主导关键技术和架构的研究；
负责大型芯片的架构设计，关键模块的把控和设计。

"
TEG09-芯片验证工程师,"负责FPGA、芯片的验证工作，包括：芯片验证的全流程，负责模块级、系统级芯片验证；
熟练分析验证模块，提取测试点，制定验证方案，搭建验证环境，执行功能验证，编写验证报告；
能够协助设计人员debug设计缺陷，协助FPGA测试。"
15575-天美L1预研手游-3D场景设计师（成都）,"配合项目主美术制定游戏场景风格；
输出场景开发规范； 
制定场景标准流程；
导入游戏引擎中检查场景；
搭建关卡白模并在游戏中验证，不断迭代；
参与场景和关卡编辑制作；
审核外包提交的场景资源，指导外包制作；"
15575-天美L1预研手游-3D动画设计师（成都）,"能理解设计的意图，能创造出贴合角色的个性动画；
负责制作角色表情绑定及动画；
负责资源导入引擎，并配置文件；
梳理游戏角色制作流程和标准；
跟进外包工作，按时完成项目需求；"
18435-风控策略稽核建模工程师,"1、	通过对腾讯金融的海量数据进行分析/建模，稽核相关反洗钱及风险控制措施是否有漏洞，是否有违规作弊行为；
2、	构建操作风险数据体系及异常发现模型，并不断优化发展模型使之能应对操作风险的不断变化；
3、	构建反洗钱及策略稽核数据体系和漏洞发现模型，并不断升级相关模型使之适应最新的风控形势变化
"
18435-风控安全算法工程师,"针对微信支付各类风控模型，应用包括但不限于文本对抗、图对抗等前沿技术手段，探测模型决策边界，并生成对抗样本，优化风控模型；
负责对微信支付各类金融业务的风控模型进行模型评估与验证，能对各类攻击进行监控与溯源，并给出改进方案；
研究各类（有/无目标，黑/白盒等）安全攻防对抗技术，能从攻击者视角看问题，不断提升业务风险管理、防御、及预警能力，并指导技术团队进行安全攻防系统的研发与搭建。
"
31967-海外游戏直播产品经理,"负责腾讯游戏直播海外相关项目合作推进与产品策划工作；
针对项目目标制定具体产品功能规划，梳理产品逻辑，撰写需求文档；
与研发、运营等团队有效沟通，推动需求上线，并通过数据和用户反馈快速总结和迭代； 
与海外游戏项目深度合作，打造差异化的产品能力，协调各方资源驱动项目进展。"
15851-游戏关卡技术策划,"探索前沿技术及游戏产品的契合点，游戏玩法原型关卡的设计和实现，配合关卡策划以及开发团队进行场景和关卡设计管线的建立和优化；
把控关卡设计工具和管线的规范和调优；
与技术美术和工具开发专家合作，设计和实现场景关卡、3C动作、技能等的策划编辑工具并进行优化和维护；
结合编辑工具，使用脚本进行模式玩法原型、关卡与AI行为等内容的制作。"
15851-主机游戏测试工程师（深圳）,"负责主机（XBOX/SWITCH/PS4）游戏产品的测试工作，保障项目顺利发布；
优化、提高团队与项目组之间的良好沟通渠道，以及测试效率和输出质量。"
15851-游戏编辑器技术策划,"探索前沿技术及游戏产品的契合点，游戏编辑器功能的设计和实现，配合进行场景、关卡、编辑器管线的建立和优化；
把控关卡设计工具和管线的规范和调优；
与技术美术和工具开发专家合作，设计和实现场景关卡、3C动作、技能、地形等的编辑工具并进行优化和维护；
结合编辑工具，使用脚本进行模式玩法原型、关卡与AI行为等内容的制作。"
TEG02-SDWAN架构师,"结合客户需求、行业趋势构建SDWAN产品整体解决方案架构，设计可持续盈利商业模式，保证腾讯云在业界的整体竞争力； 
规划SDWAN产品的功能 、特性，协调架构师、研发 、网络以及供应商落实产品功能，推进功能的开发和交付；
协调周边团队，推动设计方案顺利落地；"
33676-物流经理（上海）,"负责任天堂switch业务在中国市场的物流、仓储管理与执行；
管理第三方物流供应商，以保证物流质量、效率以及成本;
负责产品报关、国内硬件产品加工质量以及效率管理;
仓库管理、维护以及货品盘点;
协助货品进口需求相关检测。
"
15571-商业化数据分析,"负责在游戏不同生命周期，搭建游戏活跃和商业化的分析框架;
深度分析游戏在不同阶段活跃和商业化效果评估及问题定位，找到解决方案，持续监控改进效果;
有序输出游戏运营的各种报告，以及竞品分析和监控

"
25925-心悦俱乐部产品运营经理（深圳）,"主要负责针对心悦俱乐部App中的核心玩法模块的独立新进、活跃、存留和召回进行运营策划和落地实施，使产品保持良好的健康度；
对运营数据进行管理，建立一套经分观测指标体系和产品埋点，并能通过日常监控及时发现和定位问题；
通过CE定位产品痛点和用户需求，结合运营数据分析反推产品策划不断优化产品功能；
策划相应的运营功能及活动，对产品痛点进行调节；
对行业和竞品进行定期定点的跟踪研究，及时制定竞争策略；
负责对接客服团队，协助定位和解决产品日常问题。"
PCG10-QQ浏览器Web前端开发工程师（全栈）,"负责手机QQ浏览器搜索相关产品的UI实现（web、hippy）；
负责手机QQ浏览器搜索相关的管理平台的前后端实现（web、nodejs接入层）；
负责手机QQ浏览器搜索相关的运营活动、小程序的实现；"
30933-海外游戏数据分析师（深圳）,"分析及挖掘游戏用户行为大数据，生成相关分析报告，为产品运营、开发、预研提供决策支持；
基于用户及市场研究，建立用户画像，设计行业/市场研究方案，并形成系统化的分析体系；
建立业务指标体系、算法模型，提供游戏及市场分析或预测结果；
探索开发数据相关工具，为数据分析或用户研究提供高效支持。"
29912-微视互动产品策划经理（深圳）,"负责腾讯微视的互动产品策划工作，参与制定微视互动产品的发展方向和版本规划；
以提升微视用户互动率和用户活跃为目标，联动内容及运营团队设计创新的互动玩法、有效的运营手段，在功能上线后对数据效果进行监测和详细的分析，不断优化。"
29912-生态策略产品经理（北京）,"负责小视频账号生态体系的搭建工作；
涉及账号准入、准出机制、等级模型的评估、账号权益管理体系等相关策略和流程的制定；
涉及小视频达人搬运、非独家内容的识别流程及审核流程管理；
跟进产品策略的相关产品功能的实现落地、后期运营维护及商务品类团队的需求对接。 "
